Feature,Target
7.948113035416484,45.27438747545567
5.026370931051921,26.716515724022045
5.769038846263591,32.73283308761041
4.925176938188639,29.175152797801868
1.952429877980445,10.90828844674606
7.224521152615053,39.00355505095166
2.807723624408558,10.556083441904647
0.2431596643145384,2.167023038904112
6.454722959071678,34.76847849257207
1.7711067940704894,9.359967606422748
9.404585843529143,53.287751825508984
9.539285770025874,47.8361460942081
9.148643902204485,47.86313053762846
3.7015870025544437,21.769416167344403
0.15456616528867428,6.655377404575603
9.283185625877254,46.54420382702739
4.281841483173143,26.735534920175635
9.666548190436696,51.35320707422266
9.636199770892528,49.217981552366744
8.530094554673601,46.57467972189455
2.944488920695857,18.120563994626224
3.8509772860192526,21.054452675778673
8.511366715168569,45.696437745822884
3.1692200515627764,18.07547306409036
1.6949274668609249,11.70167202480712
5.568012624583502,32.1643244719596
9.36154774160781,52.97977234032975
6.96029796674973,35.32585883609495
5.700611700893649,35.76912525378078
0.9717649377076854,3.9546490894934228
6.150072266991698,33.44679114488732
9.900538501042632,53.67932691818231
1.4008401523652403,10.566184497296266
5.183296523637368,27.671083578545648
8.773730719279554,46.45240909568322
7.407686177542044,39.05242901839255
6.97015740995268,36.67205753587498
7.024840839871093,39.82340839339751
3.5949115121975517,21.68858853291785
2.9359184426449336,16.29377302270336
8.093611554785136,45.26725752479218
8.101133946791808,44.120268775712255
8.670723185801037,47.97934016668311
9.132405525564714,49.92128531167079
5.113423988609378,26.909129921202744
5.015162946871996,26.95545265396604
7.9829517896677515,44.40934615858528
6.4996393077776515,36.718937069755185
7.019668772577034,38.05654067495687
7.95792669436101,43.02428823842261
8.900053418175663,50.05559688245516
3.379951568515358,18.71661506490513
3.75582952639944,22.873342394337275
0.93981939840869,7.294711687175662
5.78280140996174,31.47864464335426
0.35942273796742086,6.9946673938114845
4.655980181324601,27.930733604599066
5.426446347075766,31.759251007380108
2.865412521282844,19.938020220722876
5.9083326056901075,32.58367071171605
0.3050024993904943,5.888918439542399
0.37348188749214417,4.246875924273809
8.226005606596583,44.77836073795981
3.601906414112629,20.74924596182778
1.2706051265188478,9.547017562579676
5.222432600548044,30.302477053614044
7.699935530986108,39.8632362884636
2.1582102749684315,17.97582592621308
6.228904758190002,32.132489027950605
0.85347464993768,4.8389960241129355
0.516817211686077,7.90030780543052
5.31354631568148,31.151056966333268
5.406351216101065,31.279995714609633
6.374299014982066,36.128186093438885
7.260913337226615,39.28007314043924
9.758520794625346,49.998095230155066
5.163003483011953,28.966626531447215
3.2295647294124596,17.793500224038077
7.9518619476870365,44.70954920527069
2.708322512620742,16.247497800099435
4.389714207056361,23.297576641696782
0.7845638134226596,6.280047383807311
0.2535074341545751,5.093400079324124
9.626484146779251,50.0049716282883
8.359801205122059,43.15456523447743
6.95974206093698,38.28608472766873
4.089529444142698,23.937580362930937
1.7329432007084578,10.650829652800029
1.5643704267108605,9.879775522317656
2.502428981645953,15.976244782945036
5.4922666470612045,27.565164552311373
7.145959227000623,35.91486858625
6.601973767177313,34.57298039338169
2.7993389694594284,16.56980054387345
9.54865280663194,51.36507916435571
7.378969166957685,42.84555826868753
5.543540525114007,32.43302187197407
6.117207462343522,33.26616025179076
4.196000624277899,23.94197070558412
2.4773098950115746,13.381490745782255
